alert_id,week,run_step,account_id,risk_level,risk_score,evidence_strength,families_fired,alert_weeks_to_date,risk_category,primary_signal,supporting_signals,fired_signals,evidence,transaction_value,transaction_count,status,period
ALT-W08-19980,8,56,19980,HIGH,99.816,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, NET-01, NET-02",weekly transaction count = 14 (contribution +4.03) [VEL-01 fired] | velocity vs own history = 5 (contribution +0.48) [BEH-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],3400.42,14.0,New,dev
ALT-W08-19991,8,56,19991,HIGH,99.814,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, NET-01, NET-02",weekly transaction count = 15 (contribution +4.18) [VEL-01 fired] | velocity vs own history = 3.478 (contribution +0.32) [BEH-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],3710.3100000000004,15.0,New,dev
ALT-W08-19968,8,56,19968,HIGH,99.807,Strong,3,3,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 17 (contribution +4.44) [VEL-01 fired] | velocity vs own history = 1.895 (contribution +0.09),4948.889999999999,17.0,New,dev
ALT-W08-19981,8,56,19981,HIGH,99.805,Limited,4,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, AML-01 Rapid pass-through, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, AML-01, NET-02",weekly transaction count = 13 (contribution +3.88) [VEL-01 fired] | velocity vs own history = 6.222 (contribution +0.58) [BEH-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],3955.51,13.0,New,dev
ALT-W08-09939,8,56,9939,HIGH,99.801,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-01, BEH-02, NET-01",weekly transaction count = 14 (contribution +4.03) [VEL-01 fired] | velocity vs own history = 4.565 (contribution +0.44) [BEH-01 fired] | distinct receivers (28d) = 2 (contribution +0.01),2966.33,14.0,New,dev
ALT-W08-19970,8,56,19970,HIGH,99.796,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 16 (contribution +4.31) [VEL-01 fired] | velocity vs own history = 2.125 (contribution +0.13),4054.04,16.0,New,dev
ALT-W08-19840,8,56,19840,HIGH,99.791,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 14 (contribution +4.03) [VEL-01 fired] | velocity vs own history = 3.214 (contribution +0.29) | distinct receivers (28d) = 2 (contribution +0.01),3693.2200000000003,14.0,New,dev
ALT-W08-09999,8,56,9999,HIGH,99.786,Strong,3,4,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 16 (contribution +4.31) [VEL-01 fired] | distinct receivers (28d) = 56 (contribution +0.09) [NET-02 fired],5338.07,16.0,New,dev
ALT-W08-19979,8,56,19979,HIGH,99.778,Moderate,4,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, AML-03 Circular flow, NET-01 Fan-in collector, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, AML-03, NET-01, NET-02, NET-03",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | circular-flow participation = 1 (contribution +0.35) [AML-03 fired] | velocity vs own history = 2.6 (contribution +0.21) | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],3651.82,12.0,New,dev
ALT-W08-09995,8,56,9995,HIGH,99.765,Strong,3,4,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-01, NET-02",weekly transaction count = 14 (contribution +4.03) [VEL-01 fired] | velocity vs own history = 1.957 (contribution +0.11) | distinct receivers (28d) = 28 (contribution +0.07) [NET-02 fired],4154.6900000000005,14.0,New,dev
ALT-W08-19982,8,56,19982,HIGH,99.764,Limited,4,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, AML-03 Circular flow, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, AML-03, NET-02",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | circular-flow participation = 3 (contribution +0.70) [AML-03 fired] | velocity vs own history = 3.636 (contribution +0.34) [BEH-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],2846.1000000000004,9.0,New,dev
ALT-W08-08872,8,56,8872,HIGH,99.758,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 11 (contribution +3.53) [VEL-01 fired] | velocity vs own history = 6.545 (contribution +0.60) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),636.19,11.0,New,dev
ALT-W08-19536,8,56,19536,HIGH,99.756,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-03",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 4.333 (contribution +0.42) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),1958.21,12.0,New,dev
ALT-W08-19648,8,56,19648,HIGH,99.749,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-01, NET-03",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 4.333 (contribution +0.42) [BEH-01 fired] | distinct receivers (28d) = 2 (contribution +0.01),3011.1800000000003,12.0,New,dev
ALT-W08-19940,8,56,19940,HIGH,99.746,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-01, NET-03",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 4.136 (contribution +0.40) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),2914.91,12.0,New,dev
ALT-W08-19873,8,56,19873,HIGH,99.732,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 3.545 (contribution +0.33) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),2457.1000000000004,12.0,New,dev
ALT-W08-19907,8,56,19907,HIGH,99.732,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-01, NET-03",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 3.545 (contribution +0.33) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),2756.1800000000003,12.0,New,dev
ALT-W08-19926,8,56,19926,HIGH,99.723,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"TXN-01 Large transaction, BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","TXN-01, VEL-01, BEH-01, BEH-02",weekly transaction count = 11 (contribution +3.53) [VEL-01 fired] | velocity vs own history = 4.941 (contribution +0.47) [BEH-01 fired] | distinct receivers (28d) = 5 (contribution +0.03),3606.33,11.0,New,dev
ALT-W08-19992,8,56,19992,HIGH,99.722,Strong,3,3,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-01, NET-02",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 3.12 (contribution +0.28) | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],4234.56,12.0,New,dev
ALT-W08-19953,8,56,19953,HIGH,99.717,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-02, NET-01",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 2.935 (contribution +0.26) | distinct receivers (28d) = 5 (contribution +0.03),3199.94,12.0,New,dev
ALT-W08-19971,8,56,19971,HIGH,99.715,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 13 (contribution +3.88) [VEL-01 fired] | velocity vs own history = 2.042 (contribution +0.12),4019.8700000000003,13.0,New,dev
ALT-W08-09768,8,56,9768,HIGH,99.708,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"AML-03 Circular flow, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, AML-03, NET-02, NET-03",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | circular-flow participation = 1 (contribution +0.35) [AML-03 fired] | velocity vs own history = 2.588 (contribution +0.21) | distinct receivers (28d) = 11 (contribution +0.05) [NET-02 fired],1316.48,10.0,New,dev
ALT-W08-19896,8,56,19896,HIGH,99.704,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 11 (contribution +3.53) [VEL-01 fired] | velocity vs own history = 4 (contribution +0.38) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),2154.4300000000003,11.0,New,dev
ALT-W08-19987,8,56,19987,MEDIUM,99.695,Strong,3,4,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-02, NET-03",weekly transaction count = 13 (contribution +3.88) [VEL-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],3784.8500000000004,13.0,New,dev
ALT-W08-19842,8,56,19842,MEDIUM,99.692,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-01, BEH-02, NET-01",weekly transaction count = 11 (contribution +3.53) [VEL-01 fired] | velocity vs own history = 3.652 (contribution +0.34) [BEH-01 fired] | distinct receivers (28d) = 2 (contribution +0.01),1660.94,11.0,New,dev
ALT-W08-19943,8,56,19943,MEDIUM,99.69,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 5.5 (contribution +0.52) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),3032.7200000000003,10.0,New,dev
ALT-W08-19936,8,56,19936,MEDIUM,99.689,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 2.167 (contribution +0.14) | distinct receivers (28d) = 3 (contribution +0.01),2730.67,12.0,New,dev
ALT-W08-05543,8,56,5543,MEDIUM,99.687,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 5.5 (contribution +0.52) [BEH-01 fired] | distinct receivers (28d) = 2 (contribution +0.01),141.0,10.0,New,dev
ALT-W08-09969,8,56,9969,MEDIUM,99.685,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 12 (contribution +3.71) [VEL-01 fired] | velocity vs own history = 2.275 (contribution +0.16),3133.83,12.0,New,dev
ALT-W08-19983,8,56,19983,MEDIUM,99.677,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, NET-02",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 7.5 (contribution +0.66) [BEH-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],2521.39,9.0,New,dev
ALT-W08-19905,8,56,19905,MEDIUM,99.673,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 11 (contribution +3.53) [VEL-01 fired] | velocity vs own history = 2.897 (contribution +0.25) | distinct receivers (28d) = 3 (contribution +0.01),3067.71,11.0,New,dev
ALT-W08-04725,8,56,4725,MEDIUM,99.664,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 6.667 (contribution +0.61) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),1470.07,9.0,New,dev
ALT-W08-09762,8,56,9762,MEDIUM,99.649,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-02, NET-03",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 3.348 (contribution +0.31) [BEH-01 fired] | distinct receivers (28d) = 10 (contribution +0.04) [NET-02 fired],2376.1000000000004,10.0,New,dev
ALT-W08-19952,8,56,19952,MEDIUM,99.648,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 11 (contribution +3.53) [VEL-01 fired] | velocity vs own history = 2.118 (contribution +0.13) | distinct receivers (28d) = 4 (contribution +0.02),2977.1899999999996,11.0,New,dev
ALT-W08-09537,8,56,9537,MEDIUM,99.641,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-01, BEH-02, NET-01",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 3.385 (contribution +0.31) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),2420.04,10.0,New,dev
ALT-W08-19876,8,56,19876,MEDIUM,99.636,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-02, NET-01",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 3.235 (contribution +0.29) | distinct receivers (28d) = 2 (contribution +0.01),2335.31,10.0,New,dev
ALT-W08-19889,8,56,19889,MEDIUM,99.624,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-02, NET-01",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 2.895 (contribution +0.25) | distinct receivers (28d) = 4 (contribution +0.02),2550.06,10.0,New,dev
ALT-W08-19997,8,56,19997,MEDIUM,99.615,Limited,4,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, AML-01 Rapid pass-through, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, AML-01, NET-02",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 4.286 (contribution +0.41) [BEH-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],2638.48,9.0,New,dev
ALT-W08-19989,8,56,19989,MEDIUM,99.613,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-01, NET-02",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 2.5 (contribution +0.19) | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],3673.74,10.0,New,dev
ALT-W08-19974,8,56,19974,MEDIUM,99.606,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 2.444 (contribution +0.19) | distinct receivers (28d) = 2 (contribution +0.01),2876.42,10.0,New,dev
ALT-W08-09217,8,56,9217,MEDIUM,99.59,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-03",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 3.333 (contribution +0.31) [BEH-01 fired] | distinct receivers (28d) = 5 (contribution +0.03),2370.0800000000004,9.0,New,dev
ALT-W08-09968,8,56,9968,MEDIUM,99.571,Strong,4,3,Velocity anomaly,VEL-01 High absolute velocity,"TXN-01 Large transaction, BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","TXN-01, VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 10 (contribution +3.34) [VEL-01 fired] | velocity vs own history = 1.886 (contribution +0.09),2527.13,10.0,New,dev
ALT-W08-19975,8,56,19975,MEDIUM,99.57,Strong,4,3,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, AML-03 Circular flow, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, AML-03, NET-01, NET-03",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | circular-flow participation = 2 (contribution +0.55) [AML-03 fired] | distinct receivers (28d) = 2 (contribution +0.01),1993.94,8.0,New,dev
ALT-W08-19346,8,56,19346,MEDIUM,99.566,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 5.143 (contribution +0.49) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),1583.76,8.0,New,dev
ALT-W08-19995,8,56,19995,MEDIUM,99.564,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, NET-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 4.846 (contribution +0.46) [BEH-01 fired] | distinct receivers (28d) = 7 (contribution +0.03) [NET-02 fired],1755.98,8.0,New,dev
ALT-W08-19063,8,56,19063,MEDIUM,99.561,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, AML-01 Rapid pass-through","VEL-01, BEH-01, AML-01",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 5 (contribution +0.48) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),1268.65,8.0,New,dev
ALT-W08-07937,8,56,7937,MEDIUM,99.558,Limited,1,1,Velocity anomaly,VEL-01 High absolute velocity,,VEL-01,weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2.857 (contribution +0.25) | distinct receivers (28d) = 2 (contribution +0.01),1388.39,9.0,New,dev
ALT-W08-19683,8,56,19683,MEDIUM,99.543,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 4.5 (contribution +0.43) [BEH-01 fired] | distinct receivers (28d) = 4 (contribution +0.02),2308.48,8.0,New,dev
ALT-W08-19832,8,56,19832,MEDIUM,99.537,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 4.5 (contribution +0.43) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),1263.95,8.0,New,dev
ALT-W08-19934,8,56,19934,MEDIUM,99.534,Limited,1,1,Velocity anomaly,VEL-01 High absolute velocity,,VEL-01,weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 8 (contribution +0.69) | distinct receivers (28d) = 2 (contribution +0.01),730.3299999999999,7.0,New,dev
ALT-W08-19977,8,56,19977,MEDIUM,99.527,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-02, NET-01",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2.222 (contribution +0.15) | distinct receivers (28d) = 6 (contribution +0.03),2440.66,9.0,New,dev
ALT-W08-18791,8,56,18791,MEDIUM,99.511,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 3.857 (contribution +0.37) [BEH-01 fired] | distinct receivers (28d) = 4 (contribution +0.02),1054.44,8.0,New,dev
ALT-W08-19892,8,56,19892,MEDIUM,99.51,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 3.75 (contribution +0.36) [BEH-01 fired] | distinct receivers (28d) = 5 (contribution +0.03),2579.67,8.0,New,dev
ALT-W08-09211,8,56,9211,MEDIUM,99.499,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, AML-01 Rapid pass-through","VEL-01, BEH-01, AML-01",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 3.6 (contribution +0.34) [BEH-01 fired] | distinct receivers (28d) = 5 (contribution +0.03),511.63,8.0,New,dev
ALT-W08-19937,8,56,19937,MEDIUM,99.487,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2 (contribution +0.11),2115.2200000000003,9.0,New,dev
ALT-W08-08366,8,56,8366,MEDIUM,99.486,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 6.4 (contribution +0.59) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),291.44,7.0,New,dev
ALT-W08-16693,8,56,16693,MEDIUM,99.483,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 6.667 (contribution +0.61) [BEH-01 fired],751.0699999999999,7.0,New,dev
ALT-W08-09888,8,56,9888,MEDIUM,99.477,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector","VEL-01, BEH-02, NET-01",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 1.935 (contribution +0.10),2421.5,9.0,New,dev
ALT-W08-09945,8,56,9945,MEDIUM,99.469,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 3.6 (contribution +0.34) [BEH-01 fired],2490.2200000000003,8.0,New,dev
ALT-W08-19525,8,56,19525,MEDIUM,99.461,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 5.714 (contribution +0.54) [BEH-01 fired] | distinct receivers (28d) = 4 (contribution +0.02),1435.6200000000001,7.0,New,dev
ALT-W08-19891,8,56,19891,MEDIUM,99.459,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-02 New-counterparty burst,"VEL-01, BEH-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 3 (contribution +0.26) | distinct receivers (28d) = 5 (contribution +0.03),2197.42,8.0,New,dev
ALT-W08-06826,8,56,6826,MEDIUM,99.458,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,TXN-01 Large transaction,"TXN-01, VEL-01",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 3 (contribution +0.26) | distinct receivers (28d) = 4 (contribution +0.02),1888.48,8.0,New,dev
ALT-W08-09472,8,56,9472,MEDIUM,99.456,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-03",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 3 (contribution +0.26) | distinct receivers (28d) = 3 (contribution +0.01),2631.0,8.0,New,dev
ALT-W08-07413,8,56,7413,MEDIUM,99.445,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 5.714 (contribution +0.54) [BEH-01 fired],762.64,7.0,New,dev
