account_id,is_suspicious,init_balance,fraud_step_raw,first_step,last_step,out_count,out_amount,out_median_amount,out_counterparties,in_count,in_amount,in_median_amount,in_counterparties,tx_count,total_value,mean_amount,median_amount,amount_std,max_amount,active_weeks,inflow_outflow_ratio,net_flow,unique_counterparties,tx_per_counterparty,activity_tier
705,0,302.42,-1,50.0,98.0,3.0,907.26,302.42,3.0,3.0,1222.23,463.58,3.0,6.0,2129.49,354.915,302.42,113.46397626559717,526.13,4.0,1.3471661927121223,314.97,6.0,1.0,low (<= median)
706,0,256.88,-1,19.0,68.0,3.0,770.64,256.88,3.0,2.0,839.1800000000001,419.59000000000003,2.0,5.0,1609.8200000000002,321.96400000000006,256.88,144.01653821697008,579.58,3.0,1.08893906363542,68.54000000000008,5.0,1.0,low (<= median)
707,0,375.49,-1,28.0,75.0,3.0,1126.44,375.48,3.0,3.0,1398.48,489.04,3.0,6.0,2524.92,420.82,375.48,96.77932940457893,584.55,5.0,1.241504207947161,272.03999999999996,6.0,1.0,low (<= median)
708,0,270.61,-1,21.0,91.0,3.0,811.8000000000001,270.6,3.0,2.0,507.64,253.82,2.0,5.0,1319.44,263.88800000000003,270.6,24.46861193447639,285.89,4.0,0.6253264350825326,-304.1600000000001,5.0,1.0,low (<= median)
709,0,291.66,-1,4.0,96.0,3.0,874.98,291.66,3.0,2.0,438.75,219.375,2.0,5.0,1313.73,262.746,291.66,81.08661529500415,319.45,5.0,0.501440032915038,-436.23,5.0,1.0,low (<= median)
710,0,326.38,-1,13.0,80.0,3.0,979.14,326.38,3.0,2.0,851.45,425.725,2.0,5.0,1830.5900000000001,366.118,326.38,125.64091976740698,585.88,4.0,0.8695896398880651,-127.68999999999994,5.0,1.0,low (<= median)
711,0,303.22,-1,3.0,95.0,3.0,909.6600000000001,303.22,3.0,2.0,743.09,371.545,2.0,5.0,1652.75,330.55,303.22,62.762482423817495,442.8,4.0,0.8168876283446562,-166.57000000000005,5.0,1.0,low (<= median)
712,0,391.29,-1,4.0,100.0,3.0,1173.8700000000001,391.29,3.0,2.0,724.5,362.25,2.0,5.0,1898.3700000000001,379.67400000000004,391.29,16.109392601833257,391.29,5.0,0.6171892969408878,-449.3700000000001,5.0,1.0,low (<= median)
713,0,390.94,-1,8.0,107.0,3.0,1172.82,390.94,3.0,3.0,778.24,158.13,3.0,6.0,1951.06,325.1766666666667,390.94,141.7896806776384,482.08,6.0,0.6635630361010215,-394.5799999999999,6.0,1.0,low (<= median)
714,0,385.95,-1,71.0,131.0,3.0,1157.85,385.95,3.0,3.0,682.8199999999999,231.0,3.0,6.0,1840.6699999999998,306.77833333333336,352.01,104.51135831414052,385.95,5.0,0.5897309668782658,-475.03,6.0,1.0,low (<= median)
715,0,386.82,-1,10.0,123.0,3.0,1160.46,386.82,3.0,2.0,906.72,453.36,2.0,5.0,2067.1800000000003,413.436,386.82,70.13952330890196,538.11,4.0,0.7813453285765989,-253.74,5.0,1.0,low (<= median)
716,0,316.19,-1,55.0,94.0,3.0,948.5699999999999,316.19,3.0,3.0,468.9,166.75,3.0,6.0,1417.4699999999998,236.245,247.35500000000002,89.46225790801394,316.19,5.0,0.4943230336190265,-479.66999999999996,6.0,1.0,low (<= median)
717,1,298.04,-1,44.0,135.0,4.0,1192.16,298.04,4.0,2.0,687.99,343.995,2.0,6.0,1880.15,313.35833333333335,298.04,150.45659206783418,578.91,4.0,0.5770953563280097,-504.1700000000001,6.0,1.0,low (<= median)
718,0,340.82,-1,4.0,83.0,3.0,1022.46,340.82,3.0,2.0,669.62,334.81,2.0,5.0,1692.08,338.416,340.82,8.459091558790444,345.83,5.0,0.6549107055532735,-352.84000000000003,5.0,1.0,low (<= median)
719,0,243.08,-1,13.0,122.0,3.0,729.24,243.08,3.0,3.0,1009.67,390.38,3.0,6.0,1738.9099999999999,289.8183333333333,243.08,139.60534207782547,509.64,6.0,1.3845510394383194,280.42999999999995,6.0,1.0,low (<= median)
720,0,253.17,-1,15.0,102.0,3.0,759.48,253.16,3.0,2.0,628.4000000000001,314.20000000000005,2.0,5.0,1387.88,277.576,253.16,64.7382767765717,392.6,5.0,0.8274082266814137,-131.07999999999993,5.0,1.0,low (<= median)
721,0,208.76,-1,11.0,84.0,3.0,626.25,208.75,3.0,3.0,1187.45,371.36,3.0,6.0,1813.7,302.2833333333333,249.85,127.13030915822813,525.14,5.0,1.896127744510978,561.2,6.0,1.0,low (<= median)
722,0,232.57,-1,9.0,104.0,3.0,697.71,232.57,3.0,3.0,779.4000000000001,233.3,3.0,6.0,1477.1100000000001,246.18500000000003,232.57,90.21802962822898,411.85,5.0,1.1170830287655331,81.69000000000005,6.0,1.0,low (<= median)
723,0,200.77,-1,23.0,100.0,3.0,602.3100000000001,200.77,3.0,3.0,792.97,146.86,3.0,6.0,1395.2800000000002,232.5466666666667,200.77,152.53996416240128,534.7,4.0,1.316547957032093,190.65999999999997,6.0,1.0,low (<= median)
724,0,330.93,-1,9.0,58.0,3.0,992.76,330.92,3.0,3.0,968.2,286.88,3.0,6.0,1960.96,326.82666666666665,330.92,83.9690284966229,469.55,6.0,0.9752608888351667,-24.559999999999945,6.0,1.0,low (<= median)
725,0,228.08,-1,4.0,66.0,3.0,684.24,228.08,3.0,0.0,0.0,,0.0,3.0,684.24,228.08,228.08,0.0,228.08,3.0,0.0,-684.24,3.0,1.0,low (<= median)
726,0,357.34,-1,18.0,75.0,3.0,1071.99,357.33,3.0,2.0,342.3,171.15,2.0,5.0,1414.29,282.858,357.33,103.50434855599063,357.33,4.0,0.3193126801555985,-729.69,5.0,1.0,low (<= median)
727,0,336.1,-1,2.0,124.0,3.0,1008.3000000000001,336.1,3.0,2.0,626.6600000000001,313.33000000000004,2.0,5.0,1634.96,326.992,336.1,146.65487758680243,519.98,4.0,0.6215015372409005,-381.64,5.0,1.0,low (<= median)
728,0,394.14,-1,11.0,132.0,3.0,1182.42,394.14,3.0,2.0,675.36,337.68,2.0,5.0,1857.7800000000002,371.556,394.14,32.654003276780614,394.14,4.0,0.5711676054193942,-507.06000000000006,5.0,1.0,low (<= median)
729,0,279.3,-1,13.0,102.0,3.0,837.8700000000001,279.29,3.0,3.0,923.08,311.41,3.0,6.0,1760.9500000000003,293.4916666666667,279.29,130.80332999074093,511.16,5.0,1.1016983541599532,85.20999999999992,6.0,1.0,low (<= median)
730,0,384.28,-1,14.0,114.0,3.0,1152.81,384.27,3.0,2.0,1000.72,500.36,2.0,5.0,2153.5299999999997,430.70599999999996,384.27,71.47657574338602,546.53,5.0,0.8680701937006099,-152.08999999999992,5.0,1.0,low (<= median)
731,0,290.74,-1,33.0,98.0,3.0,872.19,290.73,3.0,1.0,393.58,393.58,1.0,4.0,1265.77,316.4425,290.73,51.42499999999999,393.58,3.0,0.45125488712321854,-478.61000000000007,4.0,1.0,low (<= median)
732,0,267.9,-1,9.0,142.0,3.0,803.67,267.89,3.0,3.0,654.31,134.97,3.0,6.0,1457.98,242.99666666666667,267.89,108.22046362248996,408.79,6.0,0.8141525750619035,-149.36,6.0,1.0,low (<= median)
733,0,220.47,-1,5.0,145.0,3.0,661.41,220.47,3.0,2.0,421.27000000000004,210.63500000000002,2.0,5.0,1082.68,216.536,220.47,44.538814308420925,273.16,5.0,0.6369271707412952,-240.13999999999993,5.0,1.0,low (<= median)
734,0,376.57,-1,61.0,112.0,3.0,1129.71,376.57,3.0,1.0,298.14,298.14,1.0,4.0,1427.85,356.9625,376.57,39.214999999999996,376.57,4.0,0.2639084366784396,-831.57,4.0,1.0,low (<= median)
735,0,358.96,-1,11.0,120.0,3.0,1076.85,358.95,3.0,1.0,377.05,377.05,1.0,4.0,1453.8999999999999,363.475,358.95,9.050000000000002,377.05,4.0,0.3501416167525654,-699.8,4.0,1.0,low (<= median)
736,0,264.59,-1,40.0,102.0,3.0,793.74,264.58,3.0,3.0,695.45,226.6,3.0,6.0,1489.19,248.19833333333335,264.58,80.47441641084865,358.38,5.0,0.8761685186585029,-98.28999999999996,6.0,1.0,low (<= median)
737,0,291.15,-1,13.0,83.0,3.0,873.42,291.14,3.0,2.0,636.19,318.095,2.0,5.0,1509.6100000000001,301.92199999999997,291.14,132.8644110362139,504.83,5.0,0.7283895491287126,-237.2299999999999,5.0,1.0,low (<= median)
738,0,265.03,-1,41.0,97.0,3.0,795.06,265.02,3.0,2.0,927.79,463.895,2.0,5.0,1722.85,344.57,265.02,120.42060745570089,536.5,5.0,1.1669433753427414,132.73000000000002,5.0,1.0,low (<= median)
739,0,205.77,-1,19.0,73.0,3.0,617.3100000000001,205.77,3.0,3.0,1102.85,443.64,3.0,6.0,1720.1599999999999,286.6933333333333,205.77,160.2682255054528,530.19,4.0,1.7865416079441445,485.53999999999985,6.0,1.0,low (<= median)
740,0,208.87,-1,53.0,85.0,3.0,626.58,208.86,3.0,2.0,225.89,112.945,2.0,5.0,852.47,170.494,208.86,52.59290522494457,208.86,3.0,0.36051262408630974,-400.69000000000005,5.0,1.0,low (<= median)
741,0,273.74,-1,6.0,85.0,3.0,821.19,273.73,3.0,2.0,702.4,351.2,2.0,5.0,1523.5900000000001,304.71799999999996,273.73,136.58316246887827,534.8,5.0,0.8553440738440555,-118.79000000000008,5.0,1.0,low (<= median)
742,0,241.92,-1,3.0,132.0,3.0,725.73,241.91,3.0,3.0,909.56,357.13,3.0,6.0,1635.29,272.54833333333335,241.91,75.061016357805,371.54,5.0,1.253303570198283,183.82999999999993,6.0,1.0,low (<= median)
743,0,304.9,-1,28.0,89.0,3.0,914.67,304.89,3.0,1.0,588.47,588.47,1.0,4.0,1503.1399999999999,375.78499999999997,304.89,141.79000000000005,588.47,4.0,0.6433686466157194,-326.19999999999993,4.0,1.0,low (<= median)
744,0,237.56,-1,7.0,100.0,3.0,712.6500000000001,237.55,3.0,3.0,567.63,176.42,3.0,6.0,1280.2800000000002,213.38,230.025,32.24032133834898,237.55,5.0,0.7965059987371079,-145.0200000000001,6.0,1.0,low (<= median)
745,0,240.32,-1,3.0,87.0,3.0,720.96,240.32,3.0,2.0,744.96,372.48,2.0,5.0,1465.92,293.184,240.32,163.88203724020516,580.41,4.0,1.033288948069241,24.0,5.0,1.0,low (<= median)
746,0,334.53,-1,32.0,127.0,3.0,1003.56,334.52,3.0,3.0,609.37,178.5,3.0,6.0,1612.9299999999998,268.82166666666666,321.67499999999995,94.07692690913466,334.52,5.0,0.6072083383155965,-394.18999999999994,6.0,1.0,low (<= median)
747,0,347.12,-1,29.0,105.0,3.0,1041.33,347.11,3.0,2.0,345.07000000000005,172.53500000000003,2.0,5.0,1386.4,277.28000000000003,347.11,96.22598037952122,347.11,5.0,0.33137430017381625,-696.2599999999999,5.0,1.0,low (<= median)
748,0,262.45,-1,35.0,59.0,3.0,787.3499999999999,262.45,3.0,0.0,0.0,,0.0,3.0,787.3499999999999,262.45,262.45,0.0,262.45,3.0,0.0,-787.3499999999999,3.0,1.0,low (<= median)
749,0,372.0,-1,26.0,96.0,3.0,1116.0,372.0,3.0,3.0,512.27,167.36,3.0,6.0,1628.27,271.37833333333333,275.18,110.3044540200742,372.0,5.0,0.45902329749103943,-603.73,6.0,1.0,low (<= median)
750,1,250.93,-1,40.0,128.0,3.0,752.76,250.92,3.0,2.0,701.36,350.68,2.0,5.0,1454.12,290.82399999999996,250.92,73.02816223896092,419.2,4.0,0.9317179446304267,-51.39999999999998,5.0,1.0,low (<= median)
751,0,268.79,-1,12.0,104.0,3.0,806.3700000000001,268.79,3.0,1.0,332.7,332.7,1.0,4.0,1139.0700000000002,284.76750000000004,268.79,31.954999999999973,332.7,4.0,0.41258975408311316,-473.67000000000013,4.0,1.0,low (<= median)
752,0,342.5,-1,26.0,89.0,3.0,1027.5,342.5,3.0,2.0,297.94,148.97,2.0,5.0,1325.44,265.088,342.5,106.2956552263544,342.5,3.0,0.28996593673965937,-729.56,5.0,1.0,low (<= median)
753,0,208.9,-1,6.0,79.0,3.0,626.67,208.89,3.0,2.0,503.16,251.58,2.0,5.0,1129.83,225.96599999999998,208.89,74.57037367480467,351.72,4.0,0.8029106228158361,-123.50999999999993,5.0,1.0,low (<= median)
754,0,386.84,-1,36.0,80.0,3.0,1160.49,386.83,3.0,3.0,661.38,218.13,3.0,6.0,1821.87,303.645,319.86,93.25407138565049,386.83,3.0,0.5699144326965333,-499.11,6.0,1.0,low (<= median)
755,0,214.47,-1,15.0,78.0,3.0,643.41,214.47,3.0,2.0,468.61,234.305,2.0,5.0,1112.02,222.404,214.47,92.06859768672487,363.6,4.0,0.7283225315117888,-174.79999999999995,5.0,1.0,low (<= median)
756,0,292.19,-1,4.0,95.0,3.0,876.5699999999999,292.19,3.0,2.0,829.3599999999999,414.67999999999995,2.0,5.0,1705.9299999999998,341.18600000000004,292.19,124.29875393582992,562.66,4.0,0.946142350297181,-47.210000000000036,5.0,1.0,low (<= median)
757,0,344.92,-1,5.0,36.0,3.0,1034.76,344.92,3.0,2.0,545.4000000000001,272.70000000000005,2.0,5.0,1580.16,316.03200000000004,344.92,61.39379870964169,344.92,4.0,0.5270787428969037,-489.3599999999999,5.0,1.0,low (<= median)
758,0,209.49,-1,10.0,81.0,3.0,628.47,209.49,3.0,2.0,506.35,253.175,2.0,5.0,1134.8200000000002,226.96400000000003,209.49,108.98316558074464,403.54,5.0,0.8056868267379509,-122.12,5.0,1.0,low (<= median)
759,0,361.8,-1,67.0,86.0,3.0,1085.3700000000001,361.79,3.0,1.0,203.11,203.11,1.0,4.0,1288.48,322.12,361.79,79.34,361.79,4.0,0.1871343412845389,-882.2600000000001,4.0,1.0,low (<= median)
760,0,395.78,-1,57.0,122.0,3.0,1187.31,395.77,3.0,2.0,621.39,310.695,2.0,5.0,1808.6999999999998,361.73999999999995,395.77,135.08612549037002,490.01,4.0,0.5233595269980039,-565.92,5.0,1.0,low (<= median)
761,0,292.1,-1,24.0,149.0,2.0,584.2,292.1,2.0,2.0,794.0899999999999,397.04499999999996,2.0,4.0,1378.29,344.5725,325.62,68.0368308957239,434.95,4.0,1.3592776446422457,209.88999999999987,4.0,1.0,low (<= median)
762,0,223.62,-1,7.0,56.0,3.0,670.83,223.61,3.0,1.0,274.6,274.6,1.0,4.0,945.4300000000001,236.35750000000002,223.61,25.495000000000005,274.6,4.0,0.4093436489125412,-396.23,4.0,1.0,low (<= median)
763,0,216.3,-1,10.0,127.0,3.0,648.9000000000001,216.3,3.0,2.0,505.49,252.745,2.0,5.0,1154.39,230.87800000000001,216.3,70.70554589280816,348.67,4.0,0.778995222684543,-143.41000000000008,5.0,1.0,low (<= median)
764,0,219.75,-1,47.0,102.0,3.0,659.25,219.75,3.0,2.0,588.07,294.035,2.0,5.0,1247.3200000000002,249.46400000000003,219.75,41.01503358525994,301.35,5.0,0.8920288206295033,-71.17999999999995,5.0,1.0,low (<= median)
765,0,353.09,-1,55.0,121.0,1.0,353.08,353.08,1.0,3.0,798.6700000000001,306.95,3.0,4.0,1151.75,287.9375,330.015,128.4635936429721,389.67,4.0,2.2620086099467547,445.5900000000001,4.0,1.0,low (<= median)
766,0,282.8,-1,33.0,117.0,3.0,848.3700000000001,282.79,3.0,3.0,832.98,166.42,3.0,6.0,1681.3500000000001,280.225,282.79,127.31595481321263,509.98,6.0,0.981859330245058,-15.3900000000001,6.0,1.0,low (<= median)
767,1,383.85,-1,20.0,138.0,4.0,1535.4,383.85,4.0,3.0,1191.75,319.85,3.0,7.0,2727.15,389.59285714285716,383.85,80.74708038360392,558.07,7.0,0.7761821023837436,-343.6500000000001,6.0,1.1666666666666667,low (<= median)
768,0,288.13,-1,27.0,94.0,3.0,864.39,288.13,3.0,3.0,1254.22,421.2,3.0,6.0,2118.61,353.10166666666663,288.13,125.88850629293628,580.67,4.0,1.4509885584053495,389.83000000000004,6.0,1.0,low (<= median)
769,0,215.43,-1,20.0,73.0,3.0,646.26,215.42,3.0,3.0,461.66999999999996,168.57,3.0,6.0,1107.9299999999998,184.65499999999997,196.915,40.08062911182907,215.42,4.0,0.7143719246123851,-184.59000000000003,6.0,1.0,low (<= median)
770,0,285.39,-1,28.0,101.0,3.0,856.17,285.39,3.0,3.0,853.4100000000001,293.04,3.0,6.0,1709.58,284.93,285.39,28.44703499488128,324.54,5.0,0.9967763411472023,-2.759999999999877,6.0,1.0,low (<= median)
771,0,350.97,-1,10.0,91.0,3.0,1052.91,350.97,3.0,3.0,844.19,174.1,3.0,6.0,1897.1000000000001,316.18333333333334,350.97,152.36995710003552,549.0,6.0,0.80176843224967,-208.72000000000003,6.0,1.0,low (<= median)
772,0,365.87,-1,32.0,75.0,3.0,1097.58,365.86,3.0,2.0,557.29,278.645,2.0,5.0,1654.87,330.97400000000005,365.86,76.42975323785888,365.86,3.0,0.5077443102097341,-540.29,5.0,1.0,low (<= median)
773,0,207.87,-1,19.0,79.0,3.0,623.58,207.86,3.0,3.0,1028.4,309.13,3.0,6.0,1651.98,275.33,222.41500000000002,108.72636589162722,482.3,6.0,1.6491869527566632,404.82000000000005,6.0,1.0,low (<= median)
774,0,236.08,-1,31.0,93.0,3.0,708.24,236.08,3.0,3.0,1107.63,393.05,3.0,6.0,1815.8700000000001,302.64500000000004,241.35500000000002,101.91092674487852,467.95,4.0,1.5639190105049137,399.3900000000001,6.0,1.0,low (<= median)
775,0,298.0,-1,11.0,126.0,3.0,894.0,298.0,3.0,2.0,405.77,202.885,2.0,5.0,1299.77,259.954,298.0,57.778370347388645,298.0,4.0,0.4538814317673378,-488.23,5.0,1.0,low (<= median)
776,0,225.62,-1,12.0,74.0,3.0,676.83,225.61,3.0,2.0,443.32000000000005,221.66000000000003,2.0,5.0,1120.15,224.03000000000003,225.61,22.65318520650021,253.55,4.0,0.6549946072130373,-233.51,5.0,1.0,low (<= median)
777,0,374.22,-1,17.0,110.0,3.0,1122.66,374.22,3.0,2.0,551.6,275.8,2.0,5.0,1674.2600000000002,334.85200000000003,374.22,53.93202545797813,374.22,5.0,0.4913330839256765,-571.0600000000001,5.0,1.0,low (<= median)
778,0,386.89,-1,24.0,100.0,3.0,1160.67,386.89,3.0,1.0,324.67,324.67,1.0,4.0,1485.3400000000001,371.335,386.89,31.109999999999978,386.89,4.0,0.2797263649443856,-836.0,4.0,1.0,low (<= median)
779,0,263.92,-1,47.0,102.0,3.0,791.76,263.92,3.0,3.0,433.90999999999997,112.3,3.0,6.0,1225.67,204.27833333333334,242.29000000000002,77.55836832132731,263.92,5.0,0.5480322319894917,-357.85,6.0,1.0,low (<= median)
780,1,286.97,129,41.0,139.0,12.0,1515.5700000000002,18.11,6.0,3.0,1191.78,472.97,3.0,15.0,2707.3500000000004,180.49000000000004,173.41,184.32828893037552,545.4,9.0,0.7863576080286624,-323.7900000000002,9.0,1.6666666666666667,medium (median-p90)
781,1,311.41,-1,55.0,115.0,4.0,1245.64,311.41,4.0,3.0,1341.9,458.55,3.0,7.0,2587.54,369.6485714285714,311.41,86.19791730441662,521.47,6.0,1.0772775440737292,96.25999999999999,7.0,1.0,low (<= median)
782,1,257.1,-1,26.0,137.0,3.0,771.3000000000001,257.1,3.0,19.0,2584.4,3.69,6.0,22.0,3355.7000000000003,152.53181818181818,3.69,219.15847290067487,592.63,11.0,3.3507065992480225,1813.1,9.0,2.4444444444444446,high (p90-p99)
783,0,308.22,-1,17.0,116.0,3.0,924.6600000000001,308.22,3.0,2.0,433.99,216.995,2.0,5.0,1358.65,271.73,308.22,69.1653583812012,308.22,4.0,0.46935089654575735,-490.6700000000001,5.0,1.0,low (<= median)
784,0,240.24,-1,35.0,122.0,3.0,720.72,240.24,3.0,3.0,423.39,130.41,3.0,6.0,1144.1100000000001,190.68500000000003,205.35500000000002,56.668591918275155,240.24,4.0,0.5874542124542124,-297.33000000000004,6.0,1.0,low (<= median)
785,0,259.33,-1,42.0,100.0,3.0,777.96,259.32,3.0,3.0,992.61,275.17,3.0,6.0,1770.5700000000002,295.095,259.32,123.85021836880225,538.11,6.0,1.2759139287366958,214.64999999999998,6.0,1.0,low (<= median)
786,0,288.36,-1,35.0,100.0,3.0,865.0500000000001,288.35,3.0,3.0,1091.8,345.82,3.0,6.0,1956.85,326.1416666666667,288.35,111.59266972640572,536.09,6.0,1.2621235766718686,226.7499999999999,6.0,1.0,low (<= median)
787,0,320.93,-1,14.0,84.0,3.0,962.76,320.92,3.0,3.0,891.79,284.07,3.0,6.0,1854.55,309.09166666666664,320.92,20.706926779864443,326.7,6.0,0.9262848477294445,-70.97000000000003,6.0,1.0,low (<= median)
788,0,307.23,-1,21.0,107.0,3.0,921.69,307.23,3.0,3.0,794.35,279.38,3.0,6.0,1716.04,286.00666666666666,307.23,48.850718179640594,324.23,5.0,0.8618407490587942,-127.34000000000003,6.0,1.0,low (<= median)
789,0,252.2,-1,48.0,95.0,3.0,756.5699999999999,252.19,3.0,2.0,405.57000000000005,202.78500000000003,2.0,5.0,1162.1399999999999,232.42800000000003,252.19,30.002650216272553,252.19,3.0,0.5360640786708435,-350.9999999999999,5.0,1.0,low (<= median)
790,1,246.36,82,18.0,136.0,9.0,1004.9000000000001,4.07,4.0,3.0,990.22,322.33,3.0,12.0,1995.1200000000001,166.26000000000002,246.36,147.2849617084329,350.47,8.0,0.9853915812518658,-14.680000000000064,7.0,1.7142857142857142,medium (median-p90)
791,0,223.75,-1,24.0,121.0,3.0,671.25,223.75,3.0,2.0,561.72,280.86,2.0,5.0,1232.97,246.594,223.75,84.3479094583855,391.64,4.0,0.8368268156424581,-109.52999999999997,5.0,1.0,low (<= median)
792,0,356.7,-1,14.0,117.0,3.0,1070.1,356.7,3.0,3.0,658.11,134.16,3.0,6.0,1728.21,288.035,356.7,121.46401899328049,393.48,6.0,0.6149985982618448,-411.9899999999999,6.0,1.0,low (<= median)
793,0,219.78,-1,6.0,139.0,3.0,659.3100000000001,219.77,3.0,3.0,956.9100000000001,284.17,3.0,6.0,1616.2200000000003,269.37,219.77,144.08154482792028,545.2,6.0,1.4513809892159986,297.6,6.0,1.0,low (<= median)
794,0,346.58,-1,59.0,117.0,3.0,1039.71,346.57,3.0,2.0,586.02,293.01,2.0,5.0,1625.73,325.146,346.57,37.12651720805496,346.57,5.0,0.5636379375018034,-453.69000000000005,5.0,1.0,low (<= median)
795,0,249.75,-1,34.0,85.0,3.0,749.25,249.75,3.0,2.0,341.52,170.76,2.0,5.0,1090.77,218.154,249.75,48.319959437069066,249.75,5.0,0.4558158158158158,-407.73,5.0,1.0,low (<= median)
796,0,256.91,-1,34.0,83.0,3.0,770.73,256.91,3.0,1.0,237.16,237.16,1.0,4.0,1007.89,251.97250000000003,256.91,9.875000000000016,256.91,4.0,0.3077082765689671,-533.57,4.0,1.0,low (<= median)
797,0,347.22,-1,56.0,90.0,3.0,1041.66,347.22,3.0,2.0,502.71000000000004,251.35500000000002,2.0,5.0,1544.3700000000001,308.874,347.22,99.63163142295724,371.1,5.0,0.4826046886700075,-538.95,5.0,1.0,low (<= median)
798,0,331.92,-1,20.0,119.0,3.0,995.76,331.92,3.0,2.0,345.89,172.945,2.0,5.0,1341.65,268.33000000000004,331.92,96.97050170025936,331.92,5.0,0.34736281834980315,-649.87,5.0,1.0,low (<= median)
799,0,348.38,-1,76.0,93.0,3.0,1045.1399999999999,348.38,3.0,1.0,532.64,532.64,1.0,4.0,1577.7799999999997,394.445,348.38,92.13,532.64,3.0,0.5096350728132116,-512.4999999999999,4.0,1.0,low (<= median)
800,0,503.06,-1,18.0,100.0,3.0,1509.15,503.05,3.0,2.0,369.43,184.715,2.0,5.0,1878.5800000000002,375.716,503.05,181.99392649206732,503.05,5.0,0.24479342676340984,-1139.72,5.0,1.0,low (<= median)
801,0,571.82,-1,45.0,91.0,3.0,1715.46,571.82,3.0,3.0,685.75,114.93,3.0,6.0,2401.21,400.20166666666665,515.76,226.64807190149818,571.82,5.0,0.3997470066337892,-1029.71,6.0,1.0,low (<= median)
802,0,424.36,-1,22.0,102.0,3.0,1273.0500000000002,424.35,3.0,2.0,717.37,358.685,2.0,5.0,1990.42,398.084,424.35,37.24890844038252,424.35,5.0,0.5635049683830171,-555.6800000000002,5.0,1.0,low (<= median)
803,0,529.04,-1,32.0,53.0,3.0,1587.09,529.03,3.0,3.0,624.35,193.39,3.0,6.0,2211.44,368.5733333333333,389.08,177.23882663419622,529.03,4.0,0.3933929392788059,-962.7399999999999,6.0,1.0,low (<= median)
804,0,423.65,-1,39.0,94.0,3.0,1270.92,423.64,3.0,3.0,762.72,290.02,3.0,6.0,2033.64,338.94,391.055,122.304081207456,423.64,5.0,0.6001321877065433,-508.20000000000005,6.0,1.0,low (<= median)
805,0,547.46,-1,5.0,86.0,3.0,1642.38,547.46,3.0,2.0,404.24,202.12,2.0,5.0,2046.6200000000001,409.324,547.46,195.11595713831304,547.46,5.0,0.2461306153265383,-1238.14,5.0,1.0,low (<= median)
806,0,471.78,-1,31.0,103.0,3.0,1415.31,471.77,3.0,3.0,792.3199999999999,183.52,3.0,6.0,2207.63,367.93833333333333,465.095,156.12285360147203,471.77,6.0,0.5598208166408772,-622.99,6.0,1.0,low (<= median)
807,0,534.98,-1,32.0,87.0,3.0,1604.91,534.97,3.0,2.0,494.45000000000005,247.22500000000002,2.0,5.0,2099.36,419.872,534.97,167.40481659737276,534.97,4.0,0.3080858116654517,-1110.46,5.0,1.0,low (<= median)
808,0,540.7,-1,13.0,90.0,3.0,1622.1000000000001,540.7,3.0,1.0,296.13,296.13,1.0,4.0,1918.23,479.5575,540.7,122.28500000000001,540.7,4.0,0.18255964490475307,-1325.9700000000003,4.0,1.0,low (<= median)
809,0,532.12,-1,16.0,103.0,3.0,1596.33,532.11,3.0,2.0,329.6,164.8,2.0,5.0,1925.9299999999998,385.18600000000004,532.11,201.5654764090319,532.11,4.0,0.20647359881728716,-1266.73,5.0,1.0,low (<= median)
810,0,444.31,-1,7.0,93.0,3.0,1332.9,444.3,3.0,2.0,428.65999999999997,214.32999999999998,2.0,5.0,1761.56,352.312,444.3,128.12358514340755,444.3,5.0,0.32159951984394924,-904.2400000000001,5.0,1.0,low (<= median)
811,0,566.36,-1,44.0,78.0,3.0,1699.0500000000002,566.35,3.0,2.0,1016.61,508.305,2.0,5.0,2715.6600000000003,543.132,566.35,48.42935803828086,566.35,5.0,0.5983402489626556,-682.4400000000002,5.0,1.0,low (<= median)
812,0,448.03,-1,8.0,110.0,3.0,1344.06,448.02,3.0,2.0,664.51,332.255,2.0,5.0,2008.57,401.714,448.02,171.89616511138345,558.21,5.0,0.4944050116810262,-679.55,5.0,1.0,low (<= median)
813,0,503.63,-1,8.0,126.0,3.0,1510.8899999999999,503.63,3.0,3.0,438.42,147.19,3.0,6.0,1949.31,324.885,335.12,196.25589619168133,503.63,6.0,0.29017334154041663,-1072.4699999999998,6.0,1.0,low (<= median)
814,0,534.93,-1,11.0,112.0,3.0,1604.7599999999998,534.92,3.0,2.0,1039.82,519.91,2.0,5.0,2644.58,528.9159999999999,534.92,39.985595281300974,575.25,5.0,0.6479598195368779,-564.9399999999998,5.0,1.0,low (<= median)
815,0,446.72,-1,51.0,112.0,3.0,1340.16,446.72,3.0,2.0,598.12,299.06,2.0,5.0,1938.2800000000002,387.65600000000006,446.72,98.77784508684121,446.72,5.0,0.44630491881566375,-742.0400000000001,5.0,1.0,low (<= median)
816,0,525.7,-1,31.0,88.0,3.0,1577.1000000000001,525.7,3.0,3.0,618.62,228.97,3.0,6.0,2195.7200000000003,365.9533333333334,377.985,176.86375272131562,525.7,6.0,0.3922516010398833,-958.4800000000001,6.0,1.0,low (<= median)
817,1,457.37,-1,10.0,69.0,4.0,1829.44,457.36,4.0,3.0,969.7,381.83,3.0,7.0,2799.1400000000003,399.8771428571428,457.36,120.92625310690887,457.36,5.0,0.5300529123666259,-859.74,7.0,1.0,low (<= median)
